packet_len_norm,src_port_norm,dst_port_norm,payload_len_norm,proto_tcp,proto_udp,proto_icmp,tcp_syn,tcp_ack,tcp_fin,tcp_rst,label
0.45920768,0.9990588,0.35255194,0.4473793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5191417,0.68554115,0.07329142,0.8665577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23812003,0.42024264,0.82804894,0.82757926,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7212023,0.77051395,0.056708135,0.7328261,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6553053,0.25813487,0.47653702,0.5246747,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.45177677,0.77183634,0.70956695,0.19557245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7793066,0.75025827,0.34383813,0.2570084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18463664,0.4413322,0.63982326,0.1357145,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.5006306,0.015072779,0.45817322,0.16292246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2028692,0.92381024,0.89349085,0.66832197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6203303,0.7722059,0.21383159,0.953356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34944177,0.03244419,0.8309472,0.91509473,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.36893973,0.5128772,0.018662876,0.7241263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85890704,0.7555261,0.33668458,0.07749797,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.6964391,0.8534929,0.4032534,0.0032767418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1853562,0.7994916,0.68632865,0.2124152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5402391,0.035217628,0.0003509575,0.84662163,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.86923844,0.2929399,0.7577306,0.6356742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72792035,0.20473865,0.7308072,0.27868336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4756685,0.28800657,0.30549112,0.07701727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21432066,0.063065715,0.46578917,0.21439613,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8905405,0.47415203,0.8046099,0.06658074,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.119558044,0.26492655,0.8126428,0.4695562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35389614,0.04172206,0.39220083,0.15337355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.95589685,0.5794076,0.6471146,0.32362887,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5163891,0.16593553,0.61916584,0.8169605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7023274,0.5591752,0.107025035,0.8178864,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.36579844,0.19249462,0.09002823,0.92159045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9829885,0.75072217,0.11634437,0.8082092,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.53247607,0.16539776,0.13911851,0.2845344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17359976,0.46479702,0.35650992,0.5868322,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.43634722,0.8871241,0.9180685,0.31052965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1825472,0.43788105,0.6024724,0.93559086,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9104676,0.10309416,0.092659235,0.331551,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5857853,0.73720354,0.6786191,0.99722755,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.48029137,0.9427793,0.9457384,0.37287384,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.46116373,0.13981764,0.06103715,0.75399315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7726564,0.3741816,0.32318887,0.6363016,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.43410304,0.57795835,0.25341853,0.3482149,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.29087073,0.20030054,0.99149895,0.28659493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.36911386,0.3279086,0.0042840154,0.0352367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24235715,0.33327192,0.07047126,0.03085984,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9028057,0.63592523,0.09320277,0.31805083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.074162416,0.12616368,0.63321453,0.10044284,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5697762,0.6179128,0.10038069,0.26030606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.82627535,0.6407264,0.51881856,0.015132177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.172627,0.6930717,0.812144,0.78655064,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.43240437,0.31134376,0.5051543,0.008168181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72683436,0.5025714,0.8688526,0.89664817,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6002054,0.054492973,0.51125544,0.5041045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.9513334,0.12496768,0.1517207,0.4074886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.74333864,0.5760584,0.21005693,0.8177654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.23462264,0.47109148,0.9751332,0.53903586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6772537,0.056706693,0.25265372,0.018336138,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9620774,0.49299365,0.46539012,0.8596167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.32294223,0.7199648,0.33401135,0.60260165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8168919,0.54184556,0.0003509575,0.35027546,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.89477915,0.8066109,0.17795332,0.97015595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.88398,0.6219083,0.52130675,0.2004252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16958667,0.12819117,0.80117095,0.9224034,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.45776764,0.20561266,0.66458875,0.28951022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4243755,0.50516176,0.87721527,0.6727609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9911958,0.029105272,0.051712826,0.9588944,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.8204083,0.8044714,0.5620999,0.1377421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5853733,0.766448,0.73125833,0.25698084,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7328975,0.51634,0.8731984,0.46863598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.923403,0.31626981,0.69527125,0.40935293,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.09699834,0.5488938,0.18545449,0.36794034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40355536,0.96070385,0.11883855,0.86982775,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.76251155,0.4491783,0.14746334,0.51343405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48680755,0.7695665,0.09726066,0.87350786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.79776204,0.86923975,0.05729588,0.71552414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35854372,0.5913147,0.0003509575,0.93144256,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.6723063,0.2898558,0.08711642,0.46230677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10062461,0.44007704,0.38461208,0.58242494,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.49734116,0.8145661,0.48530608,0.9635229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8388799,0.29729903,0.84739625,0.6094048,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.17147286,0.8856745,0.47985056,0.12487378,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.50346893,0.491928,0.98948276,0.08689784,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.13055883,0.20670788,0.08387097,0.7118892,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.89894986,0.93638664,0.25612852,0.0006567584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.77555484,0.05965988,0.7025722,0.91706353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8698456,0.8417021,0.3583378,0.09904387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41498885,0.99573594,0.55978554,0.52174,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9198581,0.18580993,0.008978659,0.8900766,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.52910554,0.7363387,0.051712826,0.61664766,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4395208,0.5467811,0.7186517,0.9374524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.2173348,0.45995367,0.52263665,0.61442626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42276806,0.7150208,0.46673128,0.41312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31712306,0.24210034,0.14846666,0.44022462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.57697994,0.44355863,0.6502652,0.95977086,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7226453,0.26411304,0.5086572,0.6814905,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.12968637,0.6625096,0.5761986,0.6172043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7395833,0.4641303,0.0003509575,0.3641801,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.29829466,0.6971984,0.37948197,0.32207835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.70975906,0.6378834,0.6782555,0.38407683,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.25896955,0.38581252,0.07377076,0.6569011,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.39377695,0.49465978,0.117872804,0.31874758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4610776,0.28818375,0.8217103,0.74642175,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.75351816,0.6447322,0.22123909,0.37042463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.33675477,0.39520907,0.022236884,0.696727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.27197224,0.65964615,0.6730926,0.46432415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75779074,0.1891856,0.09004101,0.46278244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.83185613,0.7280944,0.7468666,0.6974337,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.51695853,0.3687175,0.42151633,0.8516679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.952834,0.085920304,0.7577228,0.86543417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.34010738,0.9884087,0.3351631,0.22886862,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.15089299,0.10367535,0.34914193,0.4071484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08724245,0.94378716,0.337854,0.189586,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.5141755,0.535581,0.4571979,0.67598194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.115646765,0.4948022,0.23428762,0.10239895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96174157,0.7448647,0.8529692,0.6988224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.31274608,0.47902602,0.6762247,0.64592844,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.69895893,0.033046454,0.29759437,0.8030273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38138142,0.35511833,0.6334393,0.86419064,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.1159887,0.36601633,0.7957092,0.66120636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.655751,0.6877544,0.45169124,0.18816759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23123875,0.20018677,0.41486046,0.32169753,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3039514,0.5423202,0.22156344,0.8583607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8084438,0.862501,0.48913446,0.84229285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5069182,0.33539408,0.7671468,0.83170885,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.74326766,0.67722714,0.27039117,0.37265462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.31228083,0.079281084,0.31559116,0.32316998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26851282,0.8964693,0.8548761,0.6290313,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.41032884,0.33112463,0.06105605,0.40637636,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.23770997,0.79525965,0.5131865,0.45836475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71429056,0.2544578,0.25783575,0.12013176,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.84637856,0.03596964,0.19336873,0.2677758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5619283,0.34395173,0.6551105,0.53132457,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5980207,0.27231908,0.43413654,0.51760155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3017161,0.36358792,0.006790265,0.43744406,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.100736395,0.900884,0.93565744,0.18643272,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.06661589,0.22959742,0.5146011,0.70284057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8486832,0.023546975,0.26858893,0.28993517,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.23663348,0.70427924,0.16180801,0.8817252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8467593,0.2549464,0.09282605,0.5861413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7922677,0.46310964,0.49703142,0.48726425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.15833597,0.20542035,0.52641374,0.31254146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5269202,0.6743351,0.9722221,0.85263884,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.67888206,0.5895624,0.27864727,0.9369546,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9477443,0.90397567,0.82759315,0.23330078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11002061,0.9605342,0.008187443,0.3254806,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.8494859,0.79685766,0.32644108,0.84722817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8744196,0.6647934,0.23199782,0.5669272,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25742275,0.4580513,0.97210664,0.0067141764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1409451,0.92829615,0.8345574,0.14305165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7090089,0.30684036,0.38415462,0.24080104,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.31674358,0.34960422,0.96515566,0.34146145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.84557164,0.975053,0.71093875,0.97721106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25337046,0.08352873,0.43893635,0.71968037,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.749615,0.3328166,0.4628425,0.8346051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79290897,0.46867144,0.89655507,0.38451976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36468813,0.53178394,0.6060399,0.5368259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96827435,0.03747448,0.9442798,0.53148884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.46131682,0.7131907,0.8272233,0.5380396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7093364,0.91014147,0.2701371,0.78517133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4396786,0.33398747,0.0057275477,0.2315574,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7657148,0.46981797,0.59652203,0.42268053,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.52381986,0.24533722,0.76043075,0.8155809,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.13446516,0.5275985,0.74289006,0.91681814,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.41881663,0.57161003,0.5547969,0.905025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9275956,0.06616253,0.7696176,0.46361664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49397138,0.82459074,0.035180207,0.29112655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.67120993,0.88007,0.87946707,0.25016174,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.17123972,0.16619068,0.7642011,0.30555168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.18849617,0.75423366,0.74143255,0.14520343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21756907,0.49598885,0.23088753,0.16194963,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.65206414,0.89762264,0.44444668,0.79887414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9808746,0.5987997,0.5067913,0.7873076,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.072700284,0.2987451,0.57439077,0.7030895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.25916514,0.85235256,0.12209217,0.06502189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64514333,0.33631134,0.092730075,0.20092201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8073187,0.04449097,0.9008197,0.38225165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5699472,0.8180772,0.62543136,0.6745718,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.77705675,0.12239848,0.013818922,0.99697965,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8454387,0.9902674,0.5591622,0.36001128,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.06806523,0.06954783,0.73506224,0.67317104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24964923,0.42690885,0.11500435,0.6456944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7780328,0.5002387,0.6618676,0.7339532,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.15069112,0.65227,0.7419575,0.37069085,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.9911153,0.346284,0.72580796,0.82484466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.6417613,0.8769088,0.006790265,0.4799733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.54891,0.6893598,0.3354855,0.5038983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8433401,0.57808554,0.5760094,0.5305774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52187073,0.4697678,0.0003509575,0.21621077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.49200955,0.86298686,0.5091549,0.63183695,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.35201594,0.57596654,0.2597415,0.75341165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9312003,0.7183819,0.7363317,0.33934185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.74643207,0.1247743,0.98858565,0.80021125,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.9952258,0.75258577,0.0003509575,0.3627005,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.33203137,0.9398827,0.9188354,0.15499882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.71731585,0.8404124,0.53666407,0.506768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9060433,0.1605448,0.7721692,0.27551132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5946403,0.2797702,0.24227881,0.09849597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
